,All people,Males,Females,Lives in a household,Lives in a communal establishment,Schoolchild or full-time student aged 4 and over at their non term-time address,Area (hectares),Density (number of persons per hectare)
S01005528,558,256,302,558,-,6,16,35.02
S01005529,950,445,505,950,-,-,18,53.66
S01005530,626,275,351,626,-,1,9,69.06
S01005531,551,251,300,551,-,7,26,21.28
S01005532,839,397,442,817,22,8,35,23.86
S01005533,713,329,384,712,1,6,30,23.96
S01005534,585,296,289,583,2,6,25,23.11
S01005535,851,410,441,850,1,4,"2,000",0.43
S01005536,890,425,465,890,-,13,"14,699",0.06
S01005537,727,368,359,712,15,7,"3,036",0.24
S01005538,815,396,419,814,1,13,"4,601",0.18
S01005539,869,439,430,863,6,11,"5,256",0.17
S01005540,748,340,408,748,-,3,19,39.24
S01005541,637,304,333,637,-,4,14,44.97
S01005542,733,355,378,733,-,4,23,31.84
S01005543,795,368,427,765,30,9,24,32.73
S01005544,709,337,372,709,-,4,18,38.74
S01005545,"1,224",606,618,"1,217",7,15,863,1.42
S01005546,746,366,380,746,-,10,"4,328",0.17
S01005547,"1,000",501,499,964,36,17,"3,114",0.32
S01005548,"1,365",684,681,"1,234",131,29,"1,070",1.28
S01005549,"1,498",730,768,"1,496",2,13,"2,124",0.71
S01005550,612,299,313,612,-,9,219,2.79
S01005551,840,409,431,840,-,16,52,16.06
S01005552,785,372,413,751,34,15,29,27.45
S01005553,813,411,402,813,-,27,104,7.85
S01005554,662,315,347,662,-,14,22,30.35
S01005555,858,414,444,821,37,27,53,16.05
S01005556,589,269,320,589,-,3,18,32.88
S01005557,701,329,372,701,-,-,12,57.95
S01005558,719,336,383,719,-,11,26,28.01
S01005559,625,299,326,625,-,-,16,38.17
S01005560,578,279,299,578,-,2,15,38.1
S01005561,860,411,449,860,-,10,20,42.64
S01005562,916,404,512,868,48,16,153,6
S01005563,757,342,415,757,-,-,13,56.27
S01005564,835,385,450,805,30,25,72,11.64
S01005565,546,257,289,546,-,6,15,35.34
S01005566,501,234,267,491,10,2,12,42.58
S01005567,962,432,530,962,-,3,28,33.79
S01005568,545,254,291,545,-,6,9,61.66
S01005569,735,359,376,735,-,10,25,29.67
S01005570,757,377,380,757,-,4,15,49.29
S01005571,688,352,336,688,-,6,12,57.86
S01005572,799,362,437,769,30,27,25,32.27
S01005573,699,311,388,699,-,1,12,57.28
S01005574,840,403,437,840,-,2,18,47.96
S01005575,674,324,350,674,-,10,17,39.56
S01005576,782,369,413,782,-,7,19,40.92
S01005577,869,383,486,790,79,17,30,28.92
S01005578,941,434,507,941,-,1,18,51.26
S01005579,981,487,494,961,20,15,"2,783",0.35
S01005580,655,265,390,532,123,17,27,24.26
S01005581,714,310,404,714,-,11,18,40.61
S01005582,820,396,424,780,40,18,25,32.74
S01005583,630,312,318,630,-,3,39,16.3
S01005584,554,270,284,554,-,5,36,15.45
S01005585,881,430,451,881,-,2,29,29.88
S01005586,816,365,451,762,54,11,44,18.36
S01005587,"1,055",512,543,967,88,4,81,13.09
S01005588,654,331,323,651,3,9,21,30.42
S01005589,"1,318",671,647,"1,290",28,14,37,35.83
S01005590,772,386,386,772,-,2,12,65.28
S01005591,918,439,479,918,-,1,17,55.24
S01005592,440,200,240,440,-,2,16,28.3
S01005593,765,369,396,765,-,2,26,29.25
S01005594,978,519,459,978,-,-,36,26.89
S01005595,857,394,463,857,-,-,13,67.25
S01005596,487,232,255,487,-,4,16,31.14
S01005597,"1,019",481,538,"1,014",5,5,32,32.29
S01005598,"1,052",510,542,"1,023",29,5,19,55.25
S01005599,636,295,341,636,-,2,12,52.64
S01005600,832,354,478,832,-,2,15,56.94
S01005601,687,319,368,687,-,1,14,49.46
S01005602,637,312,325,637,-,1,15,41.7
S01005603,775,325,450,700,75,-,25,30.6
S01005604,468,231,237,468,-,2,11,43.78
S01005605,903,430,473,903,-,6,19,48.67
S01005606,612,297,315,612,-,1,33,18.37
S01005607,628,298,330,628,-,3,26,24.42
S01005608,877,427,450,877,-,3,16,56.13
S01005609,860,417,443,860,-,3,87,9.88
S01005610,541,246,295,541,-,1,11,48.41
S01005611,711,348,363,711,-,2,483,1.47
S01005612,810,405,405,810,-,1,13,63.66
S01005613,762,356,406,762,-,2,17,46.02
S01005614,750,359,391,750,-,7,401,1.87
S01005615,946,430,516,946,-,6,33,28.82
S01005616,668,300,368,668,-,4,14,49.07
S01005617,782,380,402,727,55,-,535,1.46
S01005618,612,272,340,612,-,2,14,45.02
S01005619,550,268,282,550,-,7,35,15.73
S01005620,493,227,266,478,15,6,17,29.06
S01005621,677,317,360,677,-,8,11,59.98
S01005622,874,411,463,874,-,7,19,45.05
S01005623,734,332,402,712,22,3,25,29.43
S01005624,860,438,422,860,-,20,69,12.45
S01005625,865,410,455,864,1,5,26,32.9
S01005626,823,403,420,823,-,3,17,49.51
S01005627,625,297,328,625,-,3,14,43.21
S01005628,"1,128",522,606,"1,081",47,4,309,3.65
S01005629,775,365,410,775,-,11,19,40.4
S01005630,516,240,276,516,-,6,12,41.42
S01005631,701,359,342,701,-,2,"1,183",0.59
S01005632,515,257,258,515,-,3,13,38.68
S01005633,757,324,433,699,58,2,62,12.24
S01005634,714,327,387,714,-,9,16,43.91
S01005635,826,382,444,783,43,15,27,30.12
S01005636,787,350,437,779,8,9,25,32.09
S01005637,"1,064",512,552,"1,060",4,7,"1,329",0.8
S01005638,927,437,490,923,4,16,70,13.23
S01005639,717,347,370,717,-,2,14,51.84
S01005640,694,336,358,689,5,4,697,1
S01005641,"1,066",541,525,"1,066",-,16,"4,270",0.25
S01005642,806,368,438,738,68,31,368,2.19
S01005643,617,292,325,617,-,17,24,25.59
S01005644,630,305,325,630,-,24,43,14.67
S01005645,824,378,446,824,-,11,53,15.46
S01005646,716,326,390,716,-,7,31,23.08
S01005647,779,358,421,779,-,11,29,26.86
S01005648,943,461,482,870,73,9,517,1.82
S01005649,"1,032",509,523,"1,010",22,9,47,21.86
S01005650,545,251,294,545,-,1,12,46.44
S01005651,747,375,372,747,-,6,15,50.96
S01005652,686,332,354,686,-,10,"1,495",0.46
S01005653,824,398,426,824,-,5,18,46.74
S01005654,757,340,417,757,-,3,18,42.88
S01005655,"1,058",500,558,"1,058",-,9,873,1.21
S01005656,767,353,414,767,-,1,32,24.25
S01005657,562,253,309,562,-,3,13,42.74
S01005658,815,392,423,815,-,7,18,46.1
S01005659,905,450,455,905,-,12,89,10.17
S01005660,577,277,300,577,-,1,11,50.45
S01005661,611,301,310,611,-,8,10,60.12
S01005662,545,261,284,545,-,10,20,26.83
S01005663,636,318,318,636,-,8,38,16.56
S01005664,541,268,273,541,-,5,10,54.6
S01005665,458,208,250,458,-,9,10,45.15
S01005666,"1,329",622,707,"1,283",46,9,"1,210",1.1
S01005667,746,360,386,746,-,6,24,31.21
S01005668,807,386,421,807,-,5,652,1.24
S01005669,509,259,250,507,2,5,"17,334",0.03
S01005670,756,398,358,754,2,9,"21,208",0.04
S01005671,520,260,260,514,6,8,"13,350",0.04
S01005672,848,414,434,848,-,3,21,39.74
S01005673,657,307,350,655,2,14,"4,626",0.14
S01005674,872,424,448,865,7,8,"3,675",0.24
S01005675,944,462,482,942,2,5,831,1.14
S01005676,844,410,434,844,-,4,27,31.71
S01005677,838,418,420,821,17,6,"10,115",0.08
S01005678,886,429,457,886,-,21,"1,698",0.52
S01005679,"1,105",493,612,987,118,2,"1,182",0.93
S01005680,830,411,419,830,-,2,"8,935",0.09
S01005681,994,463,531,936,58,9,570,1.74
S01005682,774,328,446,751,23,8,52,15.02
S01005683,804,357,447,804,-,8,14,56.08
S01005684,"1,178",541,637,"1,178",-,2,37,31.79
S01005685,861,516,345,689,172,17,"14,012",0.06
S01005686,826,387,439,781,45,-,39,21.2
S01005687,726,375,351,726,-,5,"3,075",0.24
S01005688,972,463,509,972,-,3,35,28.09
S01005689,509,254,255,509,-,10,"3,087",0.16
S01005690,770,389,381,768,2,10,"2,490",0.31
S01005691,679,332,347,679,-,12,"2,043",0.33
S01005692,718,351,367,718,-,12,"3,054",0.24
S01005693,"1,670",786,884,"1,566",104,34,778,2.15
S01005694,554,276,278,554,-,-,10,56.85
S01005695,526,260,266,524,2,9,45,11.57
S01005696,674,327,347,641,33,4,25,26.72
S01005697,649,296,353,649,-,7,13,49.97
S01005698,587,296,291,587,-,2,22,26.17
S01005699,823,395,428,823,-,2,43,19.04
S01005700,573,270,303,528,45,2,276,2.08
S01005701,760,368,392,760,-,4,20,37.46
S01005702,685,343,342,685,-,-,37,18.34
S01005703,580,292,288,580,-,3,17,34.1
S01005704,649,309,340,649,-,1,11,57.99
S01005705,923,472,451,919,4,12,"3,374",0.27
S01005706,746,369,377,746,-,10,26,28.88
S01005707,546,254,292,513,33,3,19,29.39
S01005708,715,332,383,715,-,3,15,47.78
S01005709,779,377,402,779,-,4,13,58.22
S01005710,465,230,235,465,-,6,13,35.47
S01005711,949,478,471,941,8,1,34,27.97
S01005712,524,243,281,524,-,5,9,56.23
S01005713,578,281,297,563,15,3,24,24.58
S01005714,"1,262",603,659,"1,262",-,4,"1,791",0.7
S01005715,732,348,384,732,-,4,22,33.95
S01005716,538,260,278,538,-,5,18,29.89
S01005717,478,226,252,478,-,11,11,42.13
S01005718,791,372,419,791,-,3,29,26.92
S01005719,487,232,255,481,6,10,32,15.3
S01005720,766,378,388,766,-,16,23,33.72
S01005721,747,356,391,747,-,-,34,22.25
S01005722,532,268,264,532,-,2,17,31.77
S01005723,754,349,405,736,18,10,20,37.43
S01005724,609,312,297,609,-,18,36,17.09
S01005725,739,344,395,737,2,6,718,1.03
S01005726,"1,085",540,545,"1,077",8,7,"1,589",0.68
S01005727,"1,346",653,693,"1,346",-,2,"1,674",0.8
S01005728,835,405,430,835,-,5,15,56.57
S01005729,583,284,299,583,-,2,11,54.36
S01005730,689,355,334,689,-,2,23,29.6
S01005731,791,402,389,791,-,3,18,44.73
S01005732,833,395,438,833,-,7,38,22.19
S01005733,772,380,392,772,-,11,24,31.94
S01005734,674,324,350,674,-,5,82,8.26
S01005735,727,350,377,711,16,1,21,34.12
S01005736,766,346,420,691,75,3,22,34.92
S01005737,749,365,384,749,-,1,18,42.54
S01005738,885,441,444,885,-,1,"1,526",0.58
S01005739,941,532,409,808,133,14,"3,362",0.28
S01005740,753,380,373,753,-,18,"9,323",0.08
S01005741,"1,045",489,556,"1,045",-,11,"2,564",0.41
S01005742,964,467,497,928,36,5,"1,048",0.92
S01005743,"1,191",593,598,"1,166",25,4,"1,966",0.61
S01005744,931,448,483,898,33,1,83,11.24
S01005745,"1,132",526,606,"1,032",100,4,152,7.43
S01005746,834,396,438,818,16,6,838,1
S01005747,804,385,419,804,-,-,23,35.45
S01005748,663,320,343,663,-,-,16,42.41
S01005749,748,369,379,748,-,6,"1,076",0.7
S01005750,756,369,387,756,-,2,14,52.33
S01005751,737,353,384,737,-,1,24,30.48
S01005752,641,287,354,641,-,2,11,60.18
S01005753,668,325,343,668,-,2,14,48.72
S01005754,"1,032",493,539,"1,001",31,4,39,26.21
S01005755,717,335,382,717,-,-,55,13.05
S01005756,834,384,450,834,-,-,25,33.1
S01005757,582,281,301,582,-,-,11,50.74
S01005758,801,393,408,801,-,2,24,32.7
S01005759,766,369,397,766,-,1,13,57.6
S01005760,610,295,315,610,-,3,280,2.18
S01005761,669,330,339,661,8,3,23,29.39
S01005762,650,278,372,650,-,3,13,49.71
S01005763,"2,510","1,220","1,290","2,510",-,9,"4,189",0.6
S01005764,580,286,294,580,-,1,17,34.55
S01005765,949,448,501,920,29,7,24,39.01
S01005766,660,332,328,660,-,2,22,30.08
S01005767,692,343,349,692,-,5,15,46.58
S01005768,844,400,444,844,-,1,50,16.95
S01005769,761,348,413,761,-,1,14,55.73
S01005770,588,264,324,558,30,3,17,35.06
S01005771,722,340,382,722,-,2,13,57.03
S01005772,696,340,356,696,-,4,18,38.29
S01005773,889,443,446,889,-,1,16,55.65
S01005774,664,307,357,664,-,2,21,32.02
S01005775,732,323,409,732,-,1,16,46.22
S01005776,691,336,355,691,-,2,17,39.78
S01005777,515,232,283,515,-,3,15,33.61
S01005778,650,327,323,650,-,1,27,24.5
S01005779,767,381,386,767,-,4,"1,029",0.75
S01005780,"1,456",731,725,"1,456",-,4,31,47.65
S01005781,946,455,491,900,46,8,34,27.5
S01005782,821,377,444,821,-,3,20,41.85
S01005783,529,253,276,529,-,1,"1,463",0.36
S01005784,742,333,409,645,97,-,21,35.34
S01005785,731,360,371,731,-,4,16,45.7
S01005786,579,287,292,579,-,3,36,16.1
S01005787,754,339,415,690,64,2,25,30.68
S01005788,542,236,306,542,-,-,10,54.15
S01005789,795,387,408,795,-,2,16,50.46
S01005790,493,239,254,493,-,2,7,75.54
S01005791,470,220,250,470,-,2,9,51.59
S01005792,833,388,445,833,-,3,14,59.04
S01005793,502,254,248,502,-,3,41,12.12
S01005794,938,422,516,938,-,-,41,22.87
S01005795,660,320,340,660,-,1,12,57.27
S01005796,"1,132",567,565,"1,132",-,3,"2,200",0.51
S01005797,"1,066",513,553,"1,066",-,-,20,53.83
S01005798,618,288,330,618,-,3,10,60.06
S01005799,688,323,365,688,-,1,15,44.61
S01005800,616,302,314,616,-,1,15,41.04
S01005801,651,304,347,651,-,1,18,37.14
S01005802,862,439,423,862,-,13,"6,434",0.13
S01005803,797,366,431,797,-,2,14,58.38
S01005804,"3,934","1,915","2,019","3,934",-,11,975,4.04
S01005805,606,308,298,606,-,8,10,58.86
S01005806,788,374,414,788,-,1,16,50.79
S01005807,808,398,410,808,-,2,12,64.96
S01005808,719,361,358,719,-,2,8,90.82
S01005809,669,308,361,640,29,5,14,47.12
S01005810,487,240,247,487,-,1,16,30.13
S01005811,522,252,270,522,-,3,24,21.51
S01005812,572,266,306,572,-,1,10,56.82
S01005813,790,387,403,790,-,4,17,45.81
S01005814,772,361,411,772,-,-,11,70.61
S01005815,"1,022",487,535,919,103,1,41,24.94
S01005816,"1,055",495,560,"1,054",1,4,182,5.8
S01005817,521,250,271,521,-,1,10,52.75
S01005818,780,358,422,780,-,4,10,78.27
S01005819,687,349,338,687,-,3,16,42.57
S01005820,668,314,354,668,-,-,11,61.2
S01005821,479,224,255,479,-,2,8,58.47
S01005822,820,390,430,820,-,2,16,51.58
S01005823,602,279,323,602,-,3,33,18.46
S01005824,681,321,360,681,-,2,14,48.31
S01005825,642,305,337,642,-,1,10,67.52
S01005826,898,450,448,898,-,5,26,34.07
S01005827,685,337,348,685,-,4,13,51
S01005828,748,374,374,748,-,3,12,63.79
S01005829,745,348,397,745,-,3,19,38.47
S01005830,840,418,422,840,-,1,12,72.9
S01005831,"1,139",538,601,"1,139",-,5,"1,555",0.73
S01005832,723,337,386,723,-,1,14,51.19
S01005833,640,302,338,640,-,4,15,41.69
S01005834,602,273,329,602,-,2,12,48.39
S01005835,667,338,329,667,-,3,39,17.12
S01005836,649,317,332,649,-,2,14,46.44
S01005837,485,259,226,485,-,2,5,89.34
S01005838,688,335,353,688,-,1,12,57.83
S01005839,783,381,402,783,-,7,14,55.7
S01005840,836,373,463,811,25,-,18,47.37
S01005841,628,289,339,628,-,-,12,52.56
S01005842,506,232,274,506,-,1,13,40.16
S01005843,637,310,327,637,-,10,"3,422",0.19
S01005844,706,346,360,706,-,1,26,27.28
S01005845,482,239,243,482,-,9,13,38.5
S01005846,871,423,448,871,-,3,12,75.23
S01005847,786,346,440,786,-,4,17,45.87
S01005848,556,248,308,556,-,-,10,56.14
S01005849,838,388,450,838,-,1,25,34.13
S01005850,777,375,402,777,-,3,23,33.08
S01005851,689,318,371,689,-,3,18,38.52
S01005852,500,268,232,500,-,-,7,71.95
S01005853,994,456,538,926,68,3,37,27.09
S01005854,797,381,416,797,-,1,13,61.37
S01005855,821,413,408,768,53,7,27,30.14
S01005856,733,347,386,733,-,2,13,54.53
S01005857,701,346,355,697,4,1,19,36.03
S01005858,678,326,352,678,-,2,11,61.05
S01005859,697,348,349,697,-,2,11,63.01
S01005860,746,355,391,746,-,4,21,35.93
S01005861,865,436,429,865,-,-,27,31.78
S01005862,772,382,390,772,-,2,12,66.88
S01005863,"1,574",797,777,"1,532",42,8,60,26.24
S01005864,883,393,490,883,-,-,15,59.38
S01005865,792,384,408,792,-,3,28,28.26
S01005866,810,385,425,810,-,6,53,15.36
S01005867,959,458,501,959,-,1,36,26.58
S01005868,717,351,366,717,-,6,28,25.41
S01005869,708,337,371,708,-,-,16,45.45
S01005870,708,324,384,708,-,2,39,18.1
S01005871,658,332,326,651,7,2,18,36.72
S01005872,749,355,394,749,-,5,11,66.48
S01005873,962,458,504,920,42,4,21,46.04
S01005874,814,362,452,814,-,2,16,50.66
S01005875,800,394,406,800,-,2,25,32.63
S01005876,857,422,435,857,-,1,23,37.49
S01005877,887,427,460,887,-,1,18,48.79
S01005878,555,277,278,555,-,2,14,39.01
S01005879,644,296,348,644,-,1,11,58.41
S01005880,742,365,377,742,-,-,11,65.54
S01005881,788,365,423,788,-,2,13,58.98
S01005882,"1,554",790,764,"1,554",-,18,705,2.21
S01005883,455,216,239,455,-,1,7,63.65
S01005884,727,330,397,727,-,5,14,51.05
S01005885,581,269,312,581,-,4,11,53.17
S01005886,689,344,345,689,-,4,13,51.4
S01005887,490,248,242,490,-,-,7,66.32
S01005888,612,294,318,612,-,2,13,48.06
S01005889,863,400,463,823,40,4,24,35.38
S01005890,675,330,345,675,-,3,13,50.22
S01005891,615,311,304,615,-,4,13,45.8
S01005892,688,336,352,688,-,1,12,58.53
S01005893,705,320,385,705,-,1,10,71.86
S01005894,726,348,378,726,-,1,22,33.3
S01005895,571,279,292,571,-,3,27,20.88
S01005896,704,330,374,704,-,2,20,34.71
S01005897,728,355,373,728,-,3,28,26.4
S01005898,692,351,341,692,-,1,19,36.97
S01005899,696,336,360,696,-,1,16,43.34
S01005900,598,291,307,598,-,4,17,35.01
S01005901,751,365,386,751,-,5,42,17.85
S01005902,842,397,445,802,40,1,43,19.61
S01005903,967,467,500,967,-,2,28,34.55
S01005904,"1,012",502,510,"1,011",1,3,27,37.14
S01005905,772,392,380,772,-,4,12,63.78
S01005906,831,403,428,831,-,3,16,51.79
S01005907,728,358,370,728,-,1,31,23.12
S01005908,881,439,442,881,-,1,15,56.88
S01005909,512,256,256,512,-,4,19,26.59
S01005910,691,323,368,691,-,7,20,35.16
S01005911,"1,349",655,694,"1,327",22,3,48,27.85
S01005912,803,380,423,803,-,5,15,51.84
S01005913,829,399,430,829,-,3,15,55.75
S01005914,945,446,499,945,-,2,29,32.39
S01005915,673,307,366,673,-,6,12,57.06
S01005916,749,353,396,724,25,12,275,2.73
S01005917,876,419,457,876,-,3,12,71.35
S01005918,882,412,470,882,-,5,17,52.49
S01005919,525,250,275,525,-,1,11,47.94
S01005920,858,405,453,858,-,5,33,26.09
S01005921,655,330,325,648,7,1,30,21.74
S01005922,900,416,484,900,-,2,13,67.83
S01005923,689,329,360,689,-,3,13,51.51
S01005924,651,329,322,651,-,4,12,55.86
S01005925,698,335,363,698,-,11,16,43.12
S01005926,989,469,520,942,47,2,61,16.18
S01005927,720,335,385,720,-,-,21,33.52
S01005928,788,394,394,788,-,5,16,48.53
S01005929,764,389,375,764,-,6,21,36.35
S01005930,"1,060",511,549,"1,055",5,5,34,31.6
S01005931,748,374,374,748,-,2,12,62.24
S01005932,614,295,319,614,-,-,15,41.01
S01005933,861,422,439,861,-,2,34,25.6
S01005934,699,314,385,699,-,-,14,49.75
S01005935,610,294,316,610,-,-,18,34.1
S01005936,817,391,426,817,-,1,16,50.36
S01005937,609,308,301,609,-,7,27,22.31
S01005938,745,375,370,745,-,-,9,82.44
S01005939,698,325,373,698,-,2,10,72.3
S01005940,778,389,389,771,7,2,27,29.05
S01005941,453,230,223,453,-,2,13,34.12
S01005942,879,441,438,834,45,3,11,81.59
S01005943,811,381,430,811,-,1,13,60.66
S01005944,957,440,517,842,115,1,23,41.3
S01005945,816,382,434,816,-,3,14,59.7
S01005946,859,406,453,825,34,1,32,26.62
S01005947,733,355,378,711,22,-,11,65.37
S01005948,832,411,421,832,-,-,144,5.78
S01005949,622,283,339,622,-,1,19,33.61
S01005950,529,284,245,529,-,2,4,120.56
S01005951,"1,242",600,642,"1,242",-,5,25,50.64
S01005952,"1,163",622,541,"1,031",132,2,97,12.01
S01005953,"1,255",591,664,"1,255",-,1,22,57.31
S01005954,496,208,288,496,-,2,9,57.87
S01005955,700,380,320,700,-,1,54,13.06
S01005956,738,359,379,738,-,2,18,40.9
S01005957,"1,052",504,548,"1,029",23,5,17,60.88
S01005958,538,262,276,538,-,1,13,41.3
S01005959,524,230,294,499,25,1,11,46.8
S01005960,496,228,268,496,-,-,11,45.38
S01005961,"1,190",560,630,"1,190",-,4,32,37.11
S01005962,461,217,244,461,-,-,12,39.66
S01005963,608,287,321,608,-,1,19,31.78
S01005964,722,343,379,722,-,1,13,57.65
S01005965,948,431,517,948,-,1,92,10.32
S01005966,"1,383",665,718,"1,383",-,2,112,12.35
S01005967,"1,008",464,544,959,49,6,27,37.37
S01005968,"1,209",565,644,"1,010",199,7,"2,174",0.56
S01005969,708,344,364,708,-,1,20,36.16
S01005970,754,366,388,754,-,1,10,72.22
S01005971,402,184,218,402,-,-,7,55.92
S01005972,705,326,379,705,-,1,29,24.22
S01005973,839,389,450,839,-,1,21,39.97
S01005974,764,370,394,764,-,2,14,56.57
S01005975,685,318,367,685,-,1,10,66.8
S01005976,778,382,396,778,-,2,37,20.96
S01005977,720,343,377,717,3,2,20,36.11
S01005978,720,351,369,720,-,8,80,9.04
S01005979,853,423,430,853,-,2,34,25.2
S01005980,568,288,280,568,-,-,11,49.69
S01005981,875,426,449,875,-,1,22,40.68
S01005982,717,326,391,717,-,1,14,51.55
S01005983,831,415,416,831,-,-,14,58.72
S01005984,894,422,472,894,-,4,220,4.06
S01005985,764,336,428,764,-,7,14,55
S01005986,"1,038",494,544,"1,038",-,7,76,13.63
S01005987,548,244,304,548,-,1,17,31.52
S01005988,546,247,299,546,-,-,13,42.12
S01005989,675,327,348,675,-,7,17,40.57
S01005990,"1,408",684,724,"1,408",-,8,15,96.28
S01005991,690,324,366,690,-,-,17,40.1
S01005992,561,262,299,561,-,-,11,50.84
S01005993,666,321,345,666,-,1,13,51.42
S01005994,912,412,500,912,-,3,15,62.51
S01005995,634,310,324,634,-,1,9,70.12
S01005996,836,406,430,836,-,-,12,67.27
S01005997,603,286,317,603,-,1,15,40.81
S01005998,660,338,322,660,-,5,10,66
S01005999,"1,375",697,678,"1,375",-,6,42,32.59
S01006000,746,332,414,746,-,2,20,37.44
S01006001,734,350,384,715,19,-,28,26.43
S01006002,531,243,288,531,-,-,9,58.77
S01006003,630,295,335,630,-,4,14,45.75
S01006004,"1,458",704,754,"1,458",-,1,30,48.54
S01006005,544,260,284,544,-,4,21,26.49
S01006006,766,369,397,766,-,7,18,42.06
S01006007,446,211,235,446,-,1,12,36.6
S01006008,714,309,405,714,-,-,16,45.54
S01006009,475,235,240,475,-,2,26,18.49
S01006010,979,476,503,979,-,2,39,25.16
S01006011,778,361,417,777,1,-,19,40.1
S01006012,755,345,410,755,-,4,20,37.03
S01006013,587,284,303,587,-,7,92,6.4
S01006014,675,330,345,616,59,3,13,51.08
S01006015,734,342,392,734,-,2,20,35.95
S01006016,927,432,495,925,2,6,35,26.73
S01006017,"1,269",614,655,"1,241",28,2,33,38.19
S01006018,908,456,452,908,-,1,17,54.71
S01006019,"1,334",671,663,"1,321",13,5,27,49.97
S01006020,826,387,439,808,18,11,23,36.1
S01006021,"1,059",493,566,"1,059",-,8,92,11.46
S01006022,573,272,301,573,-,4,10,55.25
S01006023,697,350,347,697,-,8,25,27.48
S01006024,801,353,448,801,-,3,18,44.22
S01006025,879,435,444,804,75,3,20,43.59
S01006026,726,327,399,726,-,2,17,42.08
S01006027,729,337,392,729,-,6,17,42.72
S01006028,618,309,309,612,6,6,14,44.66
S01006029,685,333,352,685,-,3,21,32.36
S01006030,892,427,465,892,-,7,20,43.7
S01006031,"1,456",696,760,"1,456",-,-,31,47.63
S01006032,898,418,480,836,62,6,18,48.78
S01006033,"1,159",581,578,"1,159",-,-,51,22.75
S01006034,"1,784",874,910,"1,776",8,5,132,13.57
S01006035,915,452,463,915,-,3,21,43.61
S01006036,"2,362","1,178","1,184","2,362",-,3,664,3.56
S01006037,815,369,446,815,-,4,18,45.47
S01006038,864,378,486,832,32,5,28,30.35
S01006039,770,371,399,770,-,3,24,31.81
S01006040,865,401,464,865,-,1,16,55.27
S01006041,926,430,496,926,-,2,21,43.99
S01006042,803,372,431,803,-,1,16,49.27
S01006043,547,257,290,547,-,2,9,59.09
S01006044,"1,067",447,620,808,259,7,35,30.51
S01006045,666,310,356,666,-,4,21,32.44
S01006046,726,373,353,726,-,2,7,99.29
S01006047,710,339,371,710,-,1,26,27.83
S01006048,696,325,371,696,-,3,16,43.5
S01006049,779,351,428,779,-,1,15,50.27
S01006050,749,347,402,749,-,1,14,53.39
S01006051,801,369,432,801,-,4,10,77.11
S01006052,797,371,426,797,-,-,10,79
S01006053,772,376,396,772,-,1,18,41.84
S01006054,791,362,429,791,-,-,12,63.41
S01006055,642,322,320,642,-,3,7,87.14
S01006056,884,422,462,884,-,7,30,29.08
S01006057,494,212,282,494,-,-,8,58.72
